index,id,x,y,lon,lat,s2_id,geometry
1667118107,1667118107,528215.1094643374,181708.28213505156,-0.15341049827335548,51.519751779552124,5221390289968533257,"[528215.1094643374, 181708.28213505156]"
1667118111,1667118111,528236.6819696896,181710.8962586628,-0.15309879284058506,51.519770380394604,5221390289936847965,"[528236.6819696896, 181710.8962586628]"
1667118116,1667118116,528278.2817924402,181716.0078796959,-0.15249768235355277,51.51980688203236,5221390307341966545,"[528278.2817924402, 181716.0078796959]"
1667118119,1667118119,528283.0242614797,181716.51707589923,-0.15242918117243315,51.51981038220494,5221390307340206963,"[528283.0242614797, 181716.51707589923]"
1667118149,1667118149,528273.3173472274,181773.51179797732,-0.1525482724002009,51.52032479298636,5221390307211504239,"[528273.3173472274, 181773.51179797732]"
1667118171,1667118171,528202.4940839014,181810.69270922354,-0.15355498133045567,51.52067499900297,5221390290310169993,"[528202.4940839014, 181810.69270922354]"
1667118178,1667118178,528421.5059612377,181884.29060431878,-0.1503732185460108,51.5212867172728,5221390305500568799,"[528421.5059612377, 181884.29060431878]"
1667118184,1667118184,528273.1113797312,181884.7814781351,-0.15251075099697758,51.521324814331045,5221390306706037853,"[528273.1113797312, 181884.7814781351]"
1667118197,1667118197,528355.8035934673,182011.14178648224,-0.1512735082587479,51.522441640119,5221390305986876767,"[528355.8035934673, 182011.14178648224]"
1667118229,1667118229,528365.87492011,182043.87741580966,-0.1511164998201934,51.52273354670983,5221390305967688969,"[528365.87492011, 182043.87741580966]"
1667118232,1667118232,528411.4909839208,182087.99348402215,-0.15044328157117476,51.52311965655382,5221390300016517189,"[528411.4909839208, 182087.99348402215]"
1667203485,1667203485,528471.6388057072,181317.076233003,-0.1498577186721136,51.51617780696391,5221390310985109533,"[528471.6388057072, 181317.076233003]"
1667203491,1667203491,528545.5372283176,181338.99680078932,-0.14878529828082374,51.51635801232771,5221390311898976033,"[528545.5372283176, 181338.99680078932]"
1667203511,1667203511,528634.8219814465,181366.5935053088,-0.14748917351662774,51.51658571903314,5221390313232026895,"[528634.8219814465, 181366.5935053088]"
1667203520,1667203520,528524.7989071811,181412.3143421348,-0.14905728749685804,51.51702162694277,5221390311783602725,"[528524.7989071811, 181412.3143421348]"
1667203523,1667203523,528410.9844551482,181407.60089290753,-0.15069841262497868,51.51700512457026,5221390311259766727,"[528410.9844551482, 181407.60089290753]"
1667203529,1667203529,528516.3339487396,181440.11929659906,-0.14916908368224324,51.517273432403286,5221390311630865311,"[528516.3339487396, 181440.11929659906]"
1667203532,1667203532,528502.5698120265,181482.01119676873,-0.14935207855239702,51.51765304041934,5221390314368289741,"[528502.5698120265, 181482.01119676873]"
1667203543,1667203543,528358.6133861342,181480.85415226902,-0.15142610933671158,51.517675338174755,5221390308844051875,"[528358.6133861342, 181480.85415226902]"
1667203546,1667203546,528493.102089305,181514.063785101,-0.14947677440389326,51.51794324655033,5221390314410364489,"[528493.102089305, 181514.063785101]"
1668872306,1668872306,528942.8399531653,181651.29782180634,-0.1429483523232388,51.51907418139537,5221390323450581869,"[528942.8399531653, 181651.29782180634]"
1678452807,1678452807,530064.3314756248,181082.4611899723,-0.1270034147815551,51.51370528342734,5221366097525769983,"[530064.3314756248, 181082.4611899723]"
1678452811,1678452811,530069.2586403047,181083.0991658948,-0.12693221356932455,51.51370988366039,5221366097080971255,"[530069.2586403047, 181083.0991658948]"
1678452814,1678452814,530059.3099046182,181087.1398124065,-0.12707401507204658,51.51374848429776,5221366097523168543,"[530059.3099046182, 181087.1398124065]"
1678452820,1678452820,530070.4162100785,181094.56800323253,-0.12691131127857688,51.51381268606962,5221366097086919159,"[530070.4162100785, 181094.56800323253]"
1678452821,1678452821,530059.9710554697,181092.7761886767,-0.12706241392507014,51.51379898548317,5221366097518734055,"[530059.9710554697, 181092.7761886767]"
1678452823,1678452823,530066.3416533102,181096.15511900862,-0.12696941190566646,51.51382788631628,5221366097087694377,"[530066.3416533102, 181096.15511900862]"
168272,168272,528788.7260412636,180996.72945365,-0.14540741508708518,51.513226745890364,5221366502047892771,"[528788.7260412636, 180996.72945365]"
1684410036,1684410036,528591.6746070764,181170.39176474378,-0.14818222315119842,51.51483227869693,5221366507560064385,"[528591.6746070764, 181170.39176474378]"
1684410040,1684410040,528700.5654036675,181195.92633046902,-0.1466044941849943,51.51503698522086,5221390318688131891,"[528700.5654036675, 181195.92633046902]"
1684410045,1684410045,528566.27249151,181197.48991449358,-0.14853822309146253,51.515081583879855,5221390312401154983,"[528566.27249151, 181197.48991449358]"
